state,session,chamber,bill_id,vote_id,vote_chamber,motion,date,type,yes_count,no_count,other_count
mt,2013,upper,SB 209,MTV00007981,lower,BE CONCURRED IN,2013-03-21 00:00:00,other,18,0,0
mt,2013,upper,SB 242,MTV00007982,lower,BE CONCURRED IN AS AMENDED,2013-03-21 00:00:00,other,19,0,0
mt,2013,upper,SB 245,MTV00007983,lower,BE CONCURRED IN,2013-03-21 00:00:00,other,18,0,0
mt,2013,upper,SB 258,MTV00007984,lower,BE CONCURRED IN,2013-03-21 00:00:00,other,19,0,0
mt,2013,upper,SR 26,MTV00007985,upper,BE ADOPTED,2013-03-21 00:00:00,other,15,0,0
mt,2013,upper,SR 28,MTV00007986,upper,BE ADOPTED,2013-03-21 00:00:00,other,10,0,0
mt,2013,lower,HB 322,MTV00007987,upper,BE CONCURRED IN AS AMENDED,2013-03-21 00:00:00,other,9,0,0
mt,2013,lower,HB 455,MTV00007988,upper,BE CONCURRED IN,2013-03-21 00:00:00,other,10,0,0
mt,2013,lower,HB 502,MTV00007989,upper,BE CONCURRED IN,2013-03-21 00:00:00,other,8,1,0
mt,2013,lower,HB 508,MTV00007990,upper,BE CONCURRED IN,2013-03-21 00:00:00,other,9,0,0
mt,2013,lower,HB 574,MTV00007991,lower,DO PASS AS AMENDED,2013-03-21 00:00:00,other,16,1,0
mt,2013,upper,SB 128,MTV00007992,lower,Do Concur,2013-03-23 00:00:00,other,56,40,4
mt,2013,upper,SB 134,MTV00007993,lower,Do Concur,2013-03-23 00:00:00,other,83,13,4
mt,2013,upper,SB 197,MTV00007994,lower,BE CONCURRED IN,2013-03-21 00:00:00,other,11,10,0
mt,2013,upper,SB 280,MTV00007996,upper,Do Pass As Amended,2013-03-25 00:00:00,other,50,0,0
mt,2013,upper,SB 280,MTV00007997,upper,AMD-1 Jergeson D/PASS,2013-03-25 00:00:00,other,50,0,0
mt,2013,upper,SB 344,MTV00007998,lower,BE CONCURRED IN,2013-03-21 00:00:00,other,21,0,0
mt,2013,upper,SB 375,MTV00007999,upper,Do Pass As Amended,2013-03-25 00:00:00,other,29,21,0
mt,2013,upper,SB 375,MTV00008000,upper,AMD-2   -Peterson D/PASS,2013-03-25 00:00:00,other,31,19,0
mt,2013,upper,SB 375,MTV00008001,upper,AMD-2 Seg Sec 22  -Essmann D/PASS,2013-03-25 00:00:00,other,22,28,0
mt,2013,lower,HB 7,MTV00008002,upper,Do Concur,2013-03-23 00:00:00,other,43,6,1
mt,2013,lower,HB 8,MTV00008003,upper,Do Concur,2013-03-23 00:00:00,other,45,4,1
mt,2013,lower,HB 13,MTV00008004,lower,Take from APH-to 2nd rdgSwanson,2013-03-14 00:00:00,other,41,55,4
mt,2013,lower,HB 15,MTV00008005,lower,Do Pass,2013-03-25 00:00:00,other,91,8,1
mt,2013,lower,HB 22,MTV00008006,lower,Do Concur with SA,2013-03-25 00:00:00,other,78,21,1
mt,2013,lower,HB 23,MTV00008007,upper,Do Concur,2013-03-25 00:00:00,other,49,1,0
mt,2013,lower,HB 37,MTV00008008,upper,Do Concur,2013-03-23 00:00:00,other,33,16,1
mt,2013,lower,HB 65,MTV00008009,lower,Do Concur with SA,2013-03-25 00:00:00,other,59,41,0
mt,2013,lower,HB 86,MTV00008010,lower,Do Pass,2013-03-25 00:00:00,other,94,6,0
mt,2013,lower,HB 135,MTV00008011,lower,AMD-01 MacDonald D/PASS,2013-03-25 00:00:00,other,45,55,0
mt,2013,lower,HB 184,MTV00008012,upper,Do Concur as Amended,2013-03-23 00:00:00,other,45,4,1
mt,2013,lower,HB 187,MTV00008013,upper,Do Concur,2013-03-23 00:00:00,other,44,5,1
mt,2013,lower,HB 189,MTV00008014,upper,BE CONCURRED IN,2013-03-19 00:00:00,other,9,2,0
mt,2013,lower,HB 194,MTV00008015,lower,Do Concur with SA,2013-03-25 00:00:00,other,91,9,0
mt,2013,lower,HB 218,MTV00008016,lower,Do Pass As Amended,2013-03-25 00:00:00,other,91,9,0
mt,2013,lower,HB 218,MTV00008017,lower,AMD-02 Ballance D/PASS,2013-03-25 00:00:00,other,58,42,0
mt,2013,lower,HB 250,MTV00008018,upper,Do Concur as Amended,2013-03-23 00:00:00,other,34,15,1
mt,2013,lower,HB 277,MTV00008019,upper,Do Concur,2013-03-23 00:00:00,other,34,15,1
mt,2013,lower,HB 291,MTV00008020,lower,Do Concur with SA,2013-03-25 00:00:00,other,99,0,1
mt,2013,lower,HB 298,MTV00008021,lower,Do Pass,2013-03-23 00:00:00,other,90,5,5
mt,2013,lower,HB 304,MTV00008022,upper,Do Concur,2013-03-23 00:00:00,other,30,19,1
mt,2013,lower,HB 335,MTV00008023,upper,Do Concur,2013-03-23 00:00:00,other,49,0,1
mt,2013,lower,HB 374,MTV00008024,upper,Do Concur,2013-03-25 00:00:00,other,29,21,0
mt,2013,lower,HB 463,MTV00008025,lower,Do Concur with SA,2013-03-25 00:00:00,other,93,7,0
mt,2013,lower,HB 485,MTV00008026,upper,Do Concur as Amended,2013-03-23 00:00:00,other,49,0,1
mt,2013,lower,HB 510,MTV00008027,upper,Do Concur,2013-03-23 00:00:00,other,48,1,1
mt,2013,lower,HB 574,MTV00008028,lower,Do Pass,2013-03-25 00:00:00,other,98,2,0
mt,2013,lower,HB 576,MTV00008029,lower,Do Pass,2013-03-25 00:00:00,other,76,24,0
mt,2013,lower,HB 588,MTV00008030,lower,Do Pass,2013-03-25 00:00:00,other,77,21,2
mt,2013,lower,HB 588,MTV00008031,lower,DO PASS,2013-03-21 00:00:00,other,18,3,0
mt,2013,lower,HB 604,MTV00008032,lower,Do Pass,2013-03-25 00:00:00,other,54,46,0
mt,2013,lower,HB 609,MTV00008033,lower,Do Pass,2013-03-25 00:00:00,other,77,22,1
mt,2013,lower,HB 609,MTV00008034,lower,DO PASS,2013-03-21 00:00:00,other,21,0,0
mt,2013,lower,HJ 1,MTV00008035,upper,Do Concur,2013-03-25 00:00:00,other,47,3,0
mt,2013,lower,HJ 1,MTV00008036,upper,AMD-1 Webb D/PASS,2013-03-25 00:00:00,other,22,28,0
mt,2013,lower,HJ 3,MTV00008037,upper,ReconsAction-on 3rd Rd-Day 65-Jackson,2013-03-25 00:00:00,other,27,23,0
mt,2013,lower,HJ 3,MTV00008038,upper,Do Concur,2013-03-23 00:00:00,other,21,28,1
mt,2013,upper,SB 11,MTV00008039,lower,Do Concur,2013-03-25 00:00:00,other,91,9,0
mt,2013,upper,SB 18,MTV00008040,lower,Do Concur,2013-03-25 00:00:00,other,81,19,0
mt,2013,upper,SB 19,MTV00008041,lower,BE CONCURRED IN AS AMENDED,2013-03-20 00:00:00,other,9,7,0
mt,2013,upper,SB 48,MTV00008042,lower,Do Concur,2013-03-25 00:00:00,other,100,0,0
mt,2013,upper,SB 122,MTV00008043,lower,Do Concur,2013-03-25 00:00:00,other,83,17,0
mt,2013,upper,SB 125,MTV00008044,upper,Do Concur with House Amendments,2013-03-26 00:00:00,other,26,22,2
mt,2013,upper,SB 133,MTV00008045,lower,Do Concur,2013-03-25 00:00:00,other,52,48,0
mt,2013,upper,SB 136,MTV00008046,lower,Do Concur,2013-03-26 00:00:00,other,97,3,0
mt,2013,upper,SB 165,MTV00008047,upper,Do Concur with House Amendments,2013-03-26 00:00:00,other,48,0,2
mt,2013,upper,SB 178,MTV00008048,upper,Do Pass,2013-03-26 00:00:00,other,47,1,2
mt,2013,upper,SB 182,MTV00008049,lower,BE CONCURRED IN,2013-03-22 00:00:00,other,12,0,0
mt,2013,upper,SB 185,MTV00008050,upper,Do Concur with House Amendments,2013-03-26 00:00:00,other,48,0,2
mt,2013,upper,SB 194,MTV00008051,lower,Do Concur,2013-03-25 00:00:00,other,52,48,0
mt,2013,upper,SB 197,MTV00008052,lower,Cloture-Brodehl,2013-03-26 00:00:00,other,84,14,2
mt,2013,upper,SB 197,MTV00008053,lower,AMD-01 Connell D/PASS,2013-03-26 00:00:00,other,27,73,0
mt,2013,upper,SB 207,MTV00008054,lower,BE CONCURRED IN,2013-03-22 00:00:00,other,19,1,0
mt,2013,upper,SB 217,MTV00008055,lower,BE CONCURRED IN AS AMENDED,2013-03-20 00:00:00,other,11,5,0
mt,2013,upper,SB 223,MTV00008056,lower,Do Concur as Amended,2013-03-26 00:00:00,other,100,0,0
mt,2013,upper,SB 223,MTV00008057,lower,AMD-01 Lenz D/PASS,2013-03-26 00:00:00,other,100,0,0
mt,2013,upper,SB 224,MTV00008058,upper,Do Concur with House Amendments,2013-03-26 00:00:00,other,44,4,2
mt,2013,upper,SB 239,MTV00008059,lower,Do Concur,2013-03-26 00:00:00,other,85,15,0
mt,2013,upper,SB 249,MTV00008060,upper,Do Concur with House Amendments,2013-03-25 00:00:00,other,50,0,0
mt,2013,upper,SB 259,MTV00008061,upper,Do Concur with House Amendments,2013-03-26 00:00:00,other,45,3,2
mt,2013,upper,SB 316,MTV00008062,upper,Do Concur with House Amendments,2013-03-26 00:00:00,other,48,0,2
mt,2013,upper,SB 375,MTV00008063,upper,Rerefer-to Finance-Ripley,2013-03-25 00:00:00,other,22,28,0
mt,2013,upper,SJ 21,MTV00008064,upper,Do Pass,2013-03-25 00:00:00,other,50,0,0
mt,2013,upper,SR 5,MTV00008065,upper,Do Adopt,2013-03-26 00:00:00,other,48,0,2
mt,2013,upper,SR 6,MTV00008066,upper,Do Adopt,2013-03-26 00:00:00,other,48,0,2
mt,2013,upper,SR 11,MTV00008067,upper,Do Adopt,2013-03-26 00:00:00,other,48,0,2
mt,2013,upper,SR 11,MTV00008068,upper,DO PASS,2013-03-19 00:00:00,other,10,0,0
mt,2013,upper,SR 17,MTV00008069,upper,Do Adopt,2013-03-26 00:00:00,other,48,0,2
mt,2013,upper,SR 25,MTV00008070,upper,Do Adopt,2013-03-26 00:00:00,other,48,0,2
mt,2013,upper,SR 25,MTV00008071,upper,BE ADOPTED,2013-03-22 00:00:00,other,7,0,0
mt,2013,upper,SR 27,MTV00008072,upper,Do Adopt,2013-03-26 00:00:00,other,48,0,2
mt,2013,lower,HB 4,MTV00008073,lower,Do Pass,2013-03-26 00:00:00,other,67,33,0
mt,2013,lower,HB 24,MTV00008074,upper,Do Concur,2013-03-25 00:00:00,other,43,7,0
mt,2013,lower,HB 38,MTV00008075,upper,Do Concur,2013-03-25 00:00:00,other,49,1,0
mt,2013,lower,HB 68,MTV00008076,upper,Do Concur,2013-03-25 00:00:00,other,39,11,0
mt,2013,lower,HB 70,MTV00008077,upper,Do Concur,2013-03-26 00:00:00,other,34,14,2
mt,2013,lower,HB 71,MTV00008078,upper,Do Concur,2013-03-26 00:00:00,other,38,10,2
mt,2013,lower,HB 76,MTV00008079,lower,Do Pass,2013-03-25 00:00:00,other,99,1,0
mt,2013,lower,HB 84,MTV00008080,upper,BE CONCURRED IN,2013-03-22 00:00:00,other,7,0,0
mt,2013,lower,HB 106,MTV00008081,upper,BE CONCURRED IN AS AMENDED,2013-03-22 00:00:00,other,13,1,0
mt,2013,lower,HB 127,MTV00008082,upper,BE CONCURRED IN,2013-03-22 00:00:00,other,9,1,0
mt,2013,lower,HB 146,MTV00008083,upper,Do Concur,2013-03-25 00:00:00,other,49,1,0
mt,2013,lower,HB 162,MTV00008084,upper,Do Concur,2013-03-25 00:00:00,other,37,13,0
mt,2013,lower,HB 189,MTV00008085,upper,Do Concur as Amended,2013-03-26 00:00:00,other,35,13,2
mt,2013,lower,HB 189,MTV00008086,upper,"AMD-2 Brown, T. D/PASS",2013-03-26 00:00:00,other,47,1,2
mt,2013,lower,HB 194,MTV00008087,lower,Do Concur with SA,2013-03-26 00:00:00,other,88,11,1
mt,2013,lower,HB 195,MTV00008088,upper,Do Concur,2013-03-25 00:00:00,other,49,1,0
mt,2013,lower,HB 203,MTV00008089,upper,Do Concur,2013-03-25 00:00:00,other,37,13,0
mt,2013,lower,HB 210,MTV00008090,upper,Do Concur,2013-03-25 00:00:00,other,42,8,0
mt,2013,lower,HB 283,MTV00008091,upper,Do Concur,2013-03-26 00:00:00,other,35,13,2
mt,2013,lower,HB 291,MTV00008092,lower,Do Concur with SA,2013-03-26 00:00:00,other,99,0,1
mt,2013,lower,HB 297,MTV00008093,upper,BE CONCURRED IN AS AMENDED,2013-03-22 00:00:00,other,6,4,0
mt,2013,lower,HB 314,MTV00008094,upper,Do Concur,2013-03-25 00:00:00,other,50,0,0
mt,2013,lower,HB 323,MTV00008095,upper,Do Concur,2013-03-25 00:00:00,other,50,0,0
mt,2013,lower,HB 328,MTV00008096,upper,Do Concur,2013-03-26 00:00:00,other,40,8,2
mt,2013,lower,HB 352,MTV00008097,upper,Do Concur,2013-03-25 00:00:00,other,46,4,0
mt,2013,lower,HB 354,MTV00008098,lower,Do Pass,2013-03-26 00:00:00,other,91,8,1
mt,2013,lower,HB 362,MTV00008099,upper,Do Concur,2013-03-25 00:00:00,other,41,9,0
mt,2013,lower,HB 385,MTV00008100,upper,Do Concur,2013-03-25 00:00:00,other,47,3,0
mt,2013,lower,HB 388,MTV00008101,upper,BE CONCURRED IN,2013-03-22 00:00:00,other,14,0,0
mt,2013,lower,HB 402,MTV00008102,upper,Do Concur,2013-03-26 00:00:00,other,46,2,2
mt,2013,lower,HB 402,MTV00008103,upper,BE CONCURRED IN,2013-03-22 00:00:00,other,10,0,0
mt,2013,lower,HB 451,MTV00008104,upper,BE CONCURRED IN,2013-03-22 00:00:00,other,14,0,0
mt,2013,lower,HB 455,MTV00008105,upper,Do Concur,2013-03-26 00:00:00,other,48,0,2
mt,2013,lower,HB 459,MTV00008106,upper,Do Concur,2013-03-25 00:00:00,other,42,8,0
mt,2013,lower,HB 462,MTV00008107,upper,Do Concur,2013-03-26 00:00:00,other,48,0,2
mt,2013,lower,HB 462,MTV00008108,upper,BE CONCURRED IN,2013-03-22 00:00:00,other,10,0,0
mt,2013,lower,HB 508,MTV00008109,upper,Do Concur as Amended,2013-03-26 00:00:00,other,48,0,2
mt,2013,lower,HB 508,MTV00008110,upper,AMD-1 Arntzen D/PASS,2013-03-26 00:00:00,other,48,0,2
mt,2013,lower,HB 513,MTV00008111,upper,BE CONCURRED IN AS AMENDED,2013-03-22 00:00:00,other,13,1,0
mt,2013,lower,HB 562,MTV00008112,upper,Do Concur,2013-03-25 00:00:00,other,50,0,0
mt,2013,lower,HB 580,MTV00008113,lower,Do Pass,2013-03-26 00:00:00,other,84,16,0
mt,2013,lower,HB 586,MTV00008114,lower,Do Pass,2013-03-26 00:00:00,other,91,7,2
mt,2013,lower,HB 599,MTV00008115,lower,Do Pass As Amended,2013-03-26 00:00:00,other,80,20,0
mt,2013,lower,HB 599,MTV00008116,lower,AMD-01 Blyton D/PASS,2013-03-26 00:00:00,other,99,0,1
mt,2013,lower,HB 604,MTV00008117,lower,DO PASS AS AMENDED,2013-03-22 00:00:00,other,10,6,0
mt,2013,lower,HB 606,MTV00008118,lower,Do Pass,2013-03-26 00:00:00,other,55,45,0
mt,2013,lower,HB 607,MTV00008119,lower,Do Pass,2013-03-26 00:00:00,other,87,13,0
mt,2013,lower,HB 607,MTV00008120,lower,DO PASS,2013-03-22 00:00:00,other,9,3,0
mt,2013,lower,HJ 9,MTV00008121,upper,BE CONCURRED IN AS AMENDED,2013-03-22 00:00:00,other,12,2,0
mt,2013,upper,SB 19,MTV00008122,lower,Do Concur,2013-03-27 00:00:00,other,53,46,1
mt,2013,upper,SB 19,MTV00008123,lower,Cloture-Brodehl,2013-03-27 00:00:00,other,84,13,3
mt,2013,upper,SB 125,MTV00008124,upper,Do Concur with House Amendments,2013-03-27 00:00:00,other,27,22,1
mt,2013,upper,SB 165,MTV00008125,upper,Do Concur with House Amendments,2013-03-27 00:00:00,other,49,0,1
mt,2013,upper,SB 170,MTV00008126,upper,Take from Comm-to 2nd Rd-Day 65-Wittich,2013-03-25 00:00:00,other,23,27,0
mt,2013,upper,SB 185,MTV00008127,upper,Do Concur with House Amendments,2013-03-27 00:00:00,other,49,0,1
mt,2013,upper,SB 191,MTV00008128,lower,BE CONCURRED IN,2013-03-22 00:00:00,other,18,0,0
mt,2013,upper,SB 197,MTV00008129,lower,Do Concur,2013-03-26 00:00:00,other,48,52,0
mt,2013,upper,SB 203,MTV00008130,lower,BE CONCURRED IN,2013-03-22 00:00:00,other,18,0,0
mt,2013,upper,SB 224,MTV00008131,upper,Do Concur with House Amendments,2013-03-27 00:00:00,other,43,6,1
mt,2013,upper,SB 259,MTV00008132,upper,Do Concur with House Amendments,2013-03-27 00:00:00,other,49,0,1
mt,2013,upper,SB 316,MTV00008133,upper,Do Concur with House Amendments,2013-03-27 00:00:00,other,49,0,1
mt,2013,upper,SB 346,MTV00008134,lower,Do Concur,2013-03-27 00:00:00,other,99,1,0
mt,2013,upper,SJ 13,MTV00008135,lower,BE CONCURRED IN,2013-03-22 00:00:00,other,18,0,0
mt,2013,upper,SR 23,MTV00008136,upper,BE ADOPTED,2013-03-22 00:00:00,other,7,0,0
mt,2013,upper,SR 29,MTV00008137,upper,DO PASS,2013-03-22 00:00:00,other,8,0,0
mt,2013,upper,SR 35,MTV00008138,upper,BE ADOPTED,2013-03-22 00:00:00,other,10,0,0
mt,2013,upper,SR 36,MTV00008139,upper,BE ADOPTED,2013-03-22 00:00:00,other,10,0,0
mt,2013,upper,SR 37,MTV00008140,upper,BE ADOPTED,2013-03-22 00:00:00,other,10,0,0
mt,2013,upper,SR 38,MTV00008141,upper,BE ADOPTED,2013-03-22 00:00:00,other,10,0,0
mt,2013,upper,SR 39,MTV00008142,upper,BE ADOPTED,2013-03-22 00:00:00,other,10,0,0
mt,2013,lower,HB 5,MTV00008143,lower,Do Pass As Amended,2013-03-27 00:00:00,other,75,25,0
mt,2013,lower,HB 5,MTV00008144,lower,AMD-02 Ballance D/PASS,2013-03-27 00:00:00,other,43,56,1
mt,2013,lower,HB 5,MTV00008145,lower,AMD-06 Moore D/PASS,2013-03-27 00:00:00,other,40,60,0
mt,2013,lower,HB 5,MTV00008146,lower,AMD-05 Cook D/PASS,2013-03-27 00:00:00,other,91,8,1
mt,2013,lower,HB 13,MTV00008147,lower,Do Pass,2013-03-27 00:00:00,other,69,31,0
mt,2013,lower,HB 15,MTV00008148,lower,Do Pass,2013-03-26 00:00:00,other,93,6,1
mt,2013,lower,HB 23,MTV00008149,upper,Do Concur,2013-03-26 00:00:00,other,48,0,2
mt,2013,lower,HB 86,MTV00008150,lower,Do Pass,2013-03-27 00:00:00,other,95,4,1
mt,2013,lower,HB 86,MTV00008151,lower,DO PASS AS AMENDED,2013-03-22 00:00:00,other,17,1,0
mt,2013,lower,HB 106,MTV00008152,upper,Do Concur,2013-03-27 00:00:00,other,47,2,1
mt,2013,lower,HB 127,MTV00008153,upper,Do Concur,2013-03-27 00:00:00,other,35,14,1
mt,2013,lower,HB 135,MTV00008154,lower,DO PASS AS AMENDED,2013-03-22 00:00:00,other,11,7,0
mt,2013,lower,HB 170,MTV00008155,upper,Do Concur,2013-03-27 00:00:00,other,36,13,1
mt,2013,lower,HB 184,MTV00008156,upper,Do Concur,2013-03-26 00:00:00,other,43,5,2
mt,2013,lower,HB 205,MTV00008157,upper,Pass Consideration for the Day,2013-03-13 00:00:00,other,29,20,1
mt,2013,lower,HB 217,MTV00008158,upper,Do Concur,2013-03-27 00:00:00,other,26,23,1
mt,2013,lower,HB 218,MTV00008159,lower,Do Pass,2013-03-26 00:00:00,other,93,6,1
mt,2013,lower,HB 250,MTV00008160,upper,Do Concur,2013-03-26 00:00:00,other,32,16,2
mt,2013,lower,HB 256,MTV00008161,upper,Do Concur,2013-03-27 00:00:00,other,42,7,1
mt,2013,lower,HB 297,MTV00008162,upper,Do Concur,2013-03-27 00:00:00,other,28,21,1
mt,2013,lower,HB 299,MTV00008163,upper,Do Concur as Amended,2013-03-27 00:00:00,other,47,2,1
mt,2013,lower,HB 299,MTV00008164,upper,AMD-1 Jergeson D/PASS,2013-03-27 00:00:00,other,49,0,1
mt,2013,lower,HB 322,MTV00008165,upper,Do Concur,2013-03-27 00:00:00,other,46,3,1
mt,2013,lower,HB 359,MTV00008166,upper,Do Concur,2013-03-27 00:00:00,other,28,21,1
mt,2013,lower,HB 374,MTV00008167,upper,Do Concur,2013-03-26 00:00:00,other,30,18,2
mt,2013,lower,HB 377,MTV00008168,lower,Do Pass,2013-03-27 00:00:00,other,64,36,0
mt,2013,lower,HB 377,MTV00008169,lower,AMD-05 Redfield D/PASS,2013-03-27 00:00:00,other,43,57,0
mt,2013,lower,HB 378,MTV00008170,lower,Do Pass,2013-03-27 00:00:00,other,86,13,1
mt,2013,lower,HB 388,MTV00008171,upper,Do Concur,2013-03-27 00:00:00,other,49,0,1
mt,2013,lower,HB 420,MTV00008172,lower,Do Pass,2013-03-27 00:00:00,other,73,26,1
mt,2013,lower,HB 451,MTV00008173,upper,Do Concur,2013-03-27 00:00:00,other,48,1,1
mt,2013,lower,HB 454,MTV00008174,lower,Do Pass,2013-03-27 00:00:00,other,64,36,0
mt,2013,lower,HB 485,MTV00008175,upper,Do Concur,2013-03-26 00:00:00,other,47,1,2
mt,2013,lower,HB 502,MTV00008176,upper,Do Concur,2013-03-27 00:00:00,other,45,3,2
mt,2013,lower,HB 513,MTV00008177,upper,Do Concur,2013-03-27 00:00:00,other,38,11,1
mt,2013,lower,HB 565,MTV00008178,lower,Do Pass,2013-03-27 00:00:00,other,58,42,0
mt,2013,lower,HB 574,MTV00008179,lower,Do Pass,2013-03-26 00:00:00,other,96,3,1
mt,2013,lower,HB 576,MTV00008180,lower,DO PASS AS AMENDED,2013-03-22 00:00:00,other,18,0,0
mt,2013,lower,HB 588,MTV00008181,lower,Do Pass,2013-03-26 00:00:00,other,78,21,1
mt,2013,lower,HB 604,MTV00008182,lower,Do Pass,2013-03-27 00:00:00,other,53,47,0
mt,2013,lower,HB 609,MTV00008183,lower,Do Pass,2013-03-26 00:00:00,other,75,24,1
mt,2013,lower,HB 617,MTV00008184,lower,Do Pass,2013-03-27 00:00:00,other,68,31,1
mt,2013,lower,HB 625,MTV00008185,lower,Do Pass,2013-03-27 00:00:00,other,92,7,1
mt,2013,lower,HB 627,MTV00008186,lower,Do Pass,2013-03-27 00:00:00,other,90,10,0
mt,2013,lower,HB 630,MTV00008187,lower,Do Pass,2013-03-27 00:00:00,other,61,39,0
mt,2013,lower,HB 633,MTV00008188,lower,Do Pass,2013-03-27 00:00:00,other,73,27,0
mt,2013,lower,HJ 1,MTV00008189,upper,Do Concur,2013-03-26 00:00:00,other,46,2,2
mt,2013,lower,HJ 3,MTV00008190,upper,Do Concur,2013-03-26 00:00:00,other,27,21,2
mt,2013,lower,HJ 9,MTV00008191,upper,Do Concur,2013-03-27 00:00:00,other,41,8,1
mt,2013,upper,SB 11,MTV00008192,upper,Do Concur with House Amendments,2013-03-28 00:00:00,other,49,0,1
mt,2013,upper,SB 18,MTV00008193,upper,Do Concur with House Amendments,2013-03-28 00:00:00,other,49,0,1
mt,2013,upper,SB 19,MTV00008194,lower,Do Concur,2013-03-28 00:00:00,other,54,45,1
mt,2013,upper,SB 81,MTV00008195,lower,BE CONCURRED IN,2013-03-25 00:00:00,other,11,8,0
mt,2013,upper,SB 112,MTV00008196,lower,BE CONCURRED IN,2013-03-25 00:00:00,other,18,0,0
mt,2013,upper,SB 120,MTV00008197,upper,Do Concur with House Amendments,2013-03-28 00:00:00,other,45,4,1
mt,2013,upper,SB 122,MTV00008198,upper,Do Concur with House Amendments,2013-03-28 00:00:00,other,49,0,1
mt,2013,upper,SB 136,MTV00008199,lower,Do Concur,2013-03-27 00:00:00,other,96,2,2
mt,2013,upper,SB 178,MTV00008200,upper,Do Pass,2013-03-27 00:00:00,other,47,2,1
mt,2013,upper,SB 179,MTV00008201,lower,BE CONCURRED IN,2013-03-25 00:00:00,other,19,0,0
mt,2013,upper,SB 199,MTV00008202,lower,BE CONCURRED IN,2013-03-25 00:00:00,other,16,2,0
mt,2013,upper,SB 239,MTV00008203,lower,Do Concur,2013-03-27 00:00:00,other,85,13,2
mt,2013,upper,SB 240,MTV00008204,upper,Do Pass,2013-03-28 00:00:00,other,43,5,2
mt,2013,upper,SB 265,MTV00008205,lower,BE CONCURRED IN,2013-03-25 00:00:00,other,10,6,0
mt,2013,upper,SB 269,MTV00008206,lower,BE CONCURRED IN AS AMENDED,2013-03-25 00:00:00,other,11,8,0
mt,2013,upper,SB 335,MTV00008207,lower,BE CONCURRED IN AS AMENDED,2013-03-25 00:00:00,other,10,6,0
mt,2013,upper,SB 346,MTV00008208,lower,Do Concur,2013-03-28 00:00:00,other,99,0,1
mt,2013,upper,SB 355,MTV00008209,upper,Do Pass,2013-03-28 00:00:00,other,48,0,2
mt,2013,upper,SB 366,MTV00008210,lower,BE CONCURRED IN,2013-03-25 00:00:00,other,9,7,0
mt,2013,upper,SB 369,MTV00008211,upper,Do Pass,2013-03-28 00:00:00,other,48,0,2
mt,2013,upper,SB 375,MTV00008212,upper,Do Pass,2013-03-27 00:00:00,other,29,21,0
mt,2013,upper,SB 386,MTV00008213,upper,Do Pass,2013-03-28 00:00:00,other,41,7,2
mt,2013,upper,SB 386,MTV00008214,upper,DO PASS AS AMENDED,2013-03-25 00:00:00,other,9,0,0
mt,2013,upper,SR 5,MTV00008215,upper,BE ADOPTED,2013-03-25 00:00:00,other,12,0,0
mt,2013,upper,SR 6,MTV00008216,upper,BE ADOPTED,2013-03-25 00:00:00,other,12,0,0
mt,2013,upper,SR 27,MTV00008217,upper,BE ADOPTED,2013-03-25 00:00:00,other,12,0,0
mt,2013,upper,SR 30,MTV00008218,upper,DO PASS,2013-03-25 00:00:00,other,10,0,0
mt,2013,upper,SR 32,MTV00008219,upper,DO PASS,2013-03-22 00:00:00,other,8,0,0
mt,2013,lower,HB 4,MTV00008220,lower,Do Pass,2013-03-27 00:00:00,other,69,29,2
mt,2013,lower,HB 5,MTV00008221,lower,Do Pass,2013-03-28 00:00:00,other,72,27,1
mt,2013,lower,HB 12,MTV00008222,upper,Do Concur,2013-03-28 00:00:00,other,40,8,2
mt,2013,lower,HB 13,MTV00008223,lower,Do Pass,2013-03-28 00:00:00,other,65,34,1
mt,2013,lower,HB 39,MTV00008224,lower,Do Pass,2013-03-27 00:00:00,other,97,1,2
mt,2013,lower,HB 66,MTV00008225,upper,Do Concur,2013-03-28 00:00:00,other,43,5,2
mt,2013,lower,HB 71,MTV00008226,upper,Do Concur,2013-03-27 00:00:00,other,33,16,1
mt,2013,lower,HB 76,MTV00008227,upper,SuspRules for late bill intro-HB76-Brend,2013-03-27 00:00:00,other,49,0,1
mt,2013,lower,HB 84,MTV00008228,upper,Do Concur,2013-03-28 00:00:00,other,48,0,2
mt,2013,lower,HB 86,MTV00008229,lower,Do Pass,2013-03-28 00:00:00,other,93,6,1
mt,2013,lower,HB 99,MTV00008230,lower,Take from HUH-to 2nd rdgNoonan,2013-03-13 00:00:00,other,49,48,3
mt,2013,lower,HB 124,MTV00008231,upper,Do Concur,2013-03-28 00:00:00,other,43,5,2
mt,2013,lower,HB 135,MTV00008232,lower,Do Pass,2013-03-25 00:00:00,other,34,66,0
mt,2013,lower,HB 170,MTV00008233,upper,BE CONCURRED IN,2013-03-25 00:00:00,other,13,2,0
mt,2013,lower,HB 218,MTV00008234,lower,DO PASS AS AMENDED,2013-03-20 00:00:00,other,21,0,0
mt,2013,lower,HB 256,MTV00008235,upper,BE CONCURRED IN,2013-03-25 00:00:00,other,15,0,0
mt,2013,lower,HB 283,MTV00008236,upper,Do Concur,2013-03-27 00:00:00,other,36,13,1
mt,2013,lower,HB 328,MTV00008237,upper,Do Concur,2013-03-27 00:00:00,other,40,9,1
mt,2013,lower,HB 354,MTV00008238,lower,Do Pass,2013-03-27 00:00:00,other,94,4,2
